"","Quantile","tot_income","tot_sales","Vbp","matprima","tot_capital_val","tot_wages","totalpeoc","totremun","cant_ener","cant_agua"
"1",0,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377,0.74195838219377
"2",0.8,0.741581975871891,0.74509129141616,0.736183361380249,0.770757123890496,0.716328392041987,0.693261224281487,0.691581123620359,0.696545541952751,0.72375398703608,0.664263357108996
"3",0.825,0.736359364010844,0.73666333264579,0.742775883958367,0.783529928943793,0.716089140332448,0.686494861760732,0.68506535329532,0.677945902040931,0.689119510322959,0.645888088810431
"4",0.85,0.735052091176029,0.735052091176029,0.737363937718774,0.793507288789522,0.712689099467076,0.690968196449533,0.698592218921717,0.689781689890367,0.676024510635483,0.632533790613091
"5",0.875,0.752056492402113,0.749960296774577,0.7358540739623,0.810853062627052,0.733713782978017,0.691901209597273,0.69064698654285,0.676215129381341,0.692330159663681,0.632896110529975
"6",0.9,0.744494805946299,0.744494805946299,0.738416307177429,0.813859695554105,0.708805373505399,0.686548954318874,0.692445383119762,0.687793645562392,0.685953606112779,0.632560559396612
"7",0.925,0.735943245807451,0.735943245807451,0.731273295569511,0.801815705471001,0.70193092353751,0.709438574494289,0.705746097323677,0.718194893243196,0.671160249800593,0.636588512683566
"8",0.95,0.765075223759217,0.800717647284331,0.757911098243787,0.819220720615109,0.694131050324162,0.712512237916401,0.689652804760609,0.720927614311932,0.65071468771581,0.624163120970467
"9",0.975,0.842658765186389,0.842658765186389,0.819560176027541,0.83915373248404,0.687208868842622,0.657219790570691,0.634739559103991,0.663893820623468,0.717109234007499,0.57595504928469
"10",0.99,0.837548853007843,0.837548853007843,0.761266581408056,0.837540633656815,0.686980354440871,0.636781512552423,0.620555717719129,0.72316708631595,0.676052017359458,0.517865741269717
