"","Quantile","tot_income","tot_sales","Vbp","matprima","tot_capital_val","tot_wages","totalpeoc","totremun","cant_ener","cant_agua"
"1",0,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123,0.719814870697123
"2",0.8,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.881268951690257,0.881268951690257,0.881268951690257,0.841824529234286,NA
"3",0.825,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.881268951690257,NA,0.881268951690257,0.841824529234286,NA
"4",0.85,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.881268951690257,NA,0.881268951690257,0.841824529234286,NA
"5",0.875,0.841824529234286,0.841824529234286,0.841824529234286,0.841824529234286,0.881268951690257,0.881268951690257,NA,0.881268951690257,0.841824529234286,NA
"6",0.9,0.881268951690257,0.881268951690257,0.881268951690257,0.841824529234286,0.881268951690257,0.881268951690257,NA,0.881268951690257,NA,NA
"7",0.925,0.881268951690257,0.881268951690257,0.881268951690257,0.881268951690257,0.881268951690257,NA,NA,NA,NA,NA
"8",0.95,0.881268951690257,0.881268951690257,0.881268951690257,0.881268951690257,0.881268951690257,NA,NA,NA,NA,NA
"9",0.975,0.881268951690257,0.881268951690257,0.881268951690257,0.881268951690257,NA,NA,NA,NA,NA,NA
"10",0.99,NA,NA,NA,0.881268951690257,NA,NA,NA,NA,NA,NA
