"","Quantile","tot_income","tot_sales","Vbp","matprima","tot_capital_val","tot_wages","totalpeoc","totremun","cant_ener","cant_agua"
"1",0,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761,0.576586434561761
"2",0.8,0.584763104495183,0.584763104495183,0.584763104495183,0.584763104495183,0.673103208685506,0.528260989494362,0.560276652784255,0.528260989494362,NA,NA
"3",0.825,NA,NA,NA,NA,0.673103208685506,0.528260989494362,0.560276652784255,0.528260989494362,NA,NA
"4",0.85,NA,NA,NA,NA,0.705421827079475,0.560276652784255,0.518451333848083,0.528260989494362,NA,NA
"5",0.875,NA,NA,NA,NA,0.773123834492879,0.552344515686057,0.488171040769593,0.552344515686057,NA,NA
"6",0.9,NA,NA,NA,NA,0.845302223405516,0.552344515686057,0.845302223405516,0.552344515686057,NA,NA
"7",0.925,NA,NA,NA,NA,NA,0.488171040769593,0.845302223405516,0.845302223405516,NA,NA
"8",0.95,NA,NA,NA,NA,NA,0.845302223405516,NA,NA,NA,NA
"9",0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
