"","Quantile","tot_income","tot_sales","Vbp","matprima","tot_capital_val","tot_wages","totalpeoc","totremun","cant_ener","cant_agua"
"1",0,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078,0.739294741783078
"2",0.8,0.668787604148466,0.668787604148466,0.641866863350616,0.614278563064944,0.658634358739183,0.689084369837196,0.641866863350616,0.732883045774633,0.591162455230865,0.558400875509684
"3",0.825,0.592647654080884,0.592647654080884,0.577358938132395,0.583093609870294,0.661054649960139,0.641866863350616,0.577358938132395,0.732883045774633,0.552017307012747,0.558400875509684
"4",0.85,0.604449757509995,0.604449757509995,0.577358938132395,0.535514514070558,0.49522913375094,0.641866863350616,0.577358938132395,0.641866863350616,0.552017307012747,0.520631579227219
"5",0.875,0.557158100440415,0.557158100440415,0.577358938132395,0.535514514070558,0.408603733916886,0.641866863350616,0.535514514070558,0.641866863350616,0.566169514995026,0.519461852653698
"6",0.9,0.408603733916886,0.408603733916886,0.210620523993481,NA,0.408603733916886,0.641866863350616,0.210620523993481,0.49640733614672,0.636724392986921,0.521433875410639
"7",0.925,0.390377935057644,0.390377935057644,0.210620523993481,NA,0.307056700206859,0.49640733614672,0.210620523993481,0.49640733614672,0.758448182964911,0.460211024045495
"8",0.95,0.390377935057644,0.390377935057644,0.210620523993481,NA,0.210620523993481,0.210620523993481,NA,0.390377935057644,0.758448182964911,0.367029192722621
"9",0.975,0.210620523993481,0.210620523993481,0.210620523993481,NA,NA,0.210620523993481,NA,0.210620523993481,NA,NA
"10",0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
