"","Quantile","tot_income","tot_sales","Vbp","matprima","tot_capital_val","tot_wages","totalpeoc","totremun","cant_ener","cant_agua"
"1",0,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621,0.677595961742621
"2",0.8,0.761054336921369,0.761054336921369,0.761054336921369,0.792613903388993,0.68706655805747,0.68706655805747,0.757049916089159,0.747647244962464,0.782984542387689,0.931291238463254
"3",0.825,0.747647244962464,0.747647244962464,0.761054336921369,0.792613903388993,0.68706655805747,0.68706655805747,0.757049916089159,0.68706655805747,0.688460403145392,0.931291238463254
"4",0.85,0.68706655805747,0.68706655805747,0.78088295066987,0.792613903388993,0.68706655805747,0.68706655805747,0.639891693398428,0.68706655805747,NA,0.931291238463254
"5",0.875,0.708080158481633,0.708080158481633,0.632967430217032,0.78088295066987,0.632967430217032,0.639891693398428,0.632967430217032,0.68706655805747,NA,NA
"6",0.9,0.708080158481633,0.708080158481633,0.632967430217032,0.78088295066987,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,NA,NA
"7",0.925,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,NA,NA
"8",0.95,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,0.632967430217032,NA,NA
"9",0.975,NA,NA,NA,NA,NA,0.632967430217032,0.632967430217032,0.632967430217032,NA,NA
"10",0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
